CHR	POS	SNP	N	EFFECT_ALLELE	NON_EFFECT_ALLELE	EFFECT_ALLELE_FREQ	BETA	SE	r2	r2hat	P_VAL
7	44079321	rs7796267	1467	3	1	0.306748	0.0574	0.04195	0.001276	0.569	0.175
7	44082646	rs10252192	1467	2	1	0.373892	0.01688	0.03897	0.000128	0.642	0.6676
7	44082705	rs10281770	1467	3	2	0.308112	0.0599	0.04184	0.001397	0.583	0.1558
7	44083468	rs10226804	1467	4	2	0.309816	0.04862	0.04167	0.0009282	0.589	0.2474
7	44084185	rs10230538	1467	4	2	0.31152	0.04729	0.04157	0.0008825	0.596	0.2594
7	44084669	rs10231358	1467	1	3	0.311861	0.04916	0.04151	0.0009565	0.602	0.2403
7	44086249	rs10238922	1467	3	2	0.382754	-0.007118	0.03844	2.341e-05	0.71	0.8543
7	44088569	rs10247738	1467	4	2	0.32788	0.02021	0.04053	0.0001697	0.645	0.6209
7	44088781	rs4642534	1467	4	2	0.427062	-0.01383	0.03757	9.246e-05	0.619	0.7151
7	44093674	rs4724298	1467	4	2	0.22938	0.01415	0.04778	5.988e-05	0.383	0.769
7	44100316	rs7458821	1467	2	4	0.330607	0.04572	0.04027	0.0008792	0.685	0.2603
7	44101159	rs3935161	1467	2	4	0.386503	-0.0039	0.03821	7.112e-06	0.798	0.9194
7	44104745	rs6968826	1467	2	4	0.390252	-0.006388	0.03805	1.925e-05	0.978	0.8677
7	44107093	rs3934888	1467	3	1	0.390252	-0.006388	0.03805	1.925e-05	0.996	0.8677
7	44107782	rs10224124	1467	4	2	0.390252	-0.006388	0.03805	1.925e-05	0.986	0.8677
7	44112646	rs13246801	1467	3	1	0.393661	-0.01105	0.03809	5.739e-05	0.848	0.7737
7	44115680	rs12702078	1467	4	2	0.383776	0.008119	0.03826	3.075e-05	0.842	0.8333
7	44126849	rs7804804	1467	1	3	0.0402181	0.04069	0.09112	0.0001361	0.668	0.6579
7	44128280	rs4294091	1467	2	3	0.469325	-0.001335	0.03706	8.857e-07	0.995	0.9715
7	44130027	rs12702079	1467	1	4	0.469325	-0.001335	0.03706	8.857e-07	0.982	0.9715
7	44134863	rs4410809	1467	4	2	0.425358	-0.009761	0.03764	4.591e-05	0.712	0.797
7	44135150	rs9918696	1467	3	1	0.466258	-0.006418	0.03707	2.047e-05	0.741	0.8637
7	44142243	rs9987059	1467	4	3	0.428766	-0.02485	0.03932	0.0002726	0.429	0.5308
7	44142305	rs6962696	1467	1	3	0.0869121	-0.04647	0.06501	0.0003486	0.44	0.4784
7	44144877	rs6974322	1467	1	3	0.43013	-0.02348	0.03922	0.0002446	0.428	0.5527
7	44145795	rs10951762	1467	3	1	0.0156783	-0.1075	0.1498	0.0003514	0.325	0.4767
7	44147571	rs11764828	1467	1	3	0.0507839	-0.08586	0.08396	0.0007134	0.338	0.3106
7	44149566	rs10280989	1467	2	1	0.198705	0.01562	0.04588	7.91e-05	0.697	0.7357
7	44149749	rs10252085	1467	3	1	0.435583	-0.02572	0.04034	0.0002773	0.443	0.5273
7	44150025	rs12535537	1467	3	1	0.399114	-0.03769	0.04055	0.0005893	0.44	0.3567
7	44150073	rs12535503	1467	4	2	0.392638	0.03041	0.03993	0.0003958	0.449	0.4501
7	44151147	rs7797038	1467	2	4	0.23347	0.02415	0.0423	0.0002225	0.83	0.5712
7	44151183	rs7797047	1467	3	4	0.231425	0.0238	0.04254	0.0002135	0.916	0.5791
7	44151254	rs10237707	1467	4	3	0.201431	0.01658	0.04561	9.022e-05	0.967	0.7184
7	44155219	rs11770810	1467	2	4	0.205181	0.01384	0.04542	6.334e-05	0.984	0.7626
7	44155768	rs7799558	1467	4	3	0.205181	0.01384	0.04542	6.334e-05	0.998	0.7626
7	44161734	rs10273361	1467	1	4	0.201431	0.01658	0.04561	9.022e-05	0.982	0.7184
7	44161859	rs10257749	1467	4	2	0.204499	0.008056	0.04544	2.145e-05	0.836	0.8604
7	44162865	rs10262162	1467	1	3	0.206203	0.01705	0.0454	9.623e-05	0.984	0.7096
7	44163302	rs11496034	1467	3	1	0.205862	0.01845	0.04541	0.0001127	0.983	0.687
7	44173769	rs13442011	1467	1	3	0.203817	0.02136	0.04546	0.0001507	0.982	0.6412
7	44181208	rs13328332	1467	3	1	0.206544	0.01454	0.04539	6.999e-05	0.982	0.7508
7	44181373	rs13328358	1467	1	2	0.223926	-0.023	0.04392	0.0001872	0.69	0.6035
7	44185975	rs11762603	1467	4	2	0.201772	0.0183	0.0456	0.0001099	0.982	0.6907
7	44188999	rs17711200	1467	1	3	0.201772	0.0183	0.0456	0.0001099	0.983	0.6907
7	44189312	rs6960920	1467	2	3	0.472733	-0.01625	0.03718	0.0001303	0.793	0.6648
7	44189406	rs11766300	1467	4	2	0.201431	0.01658	0.04561	9.022e-05	0.984	0.7184
7	44192408	rs11770941	1467	3	1	0.201431	0.01658	0.04561	9.022e-05	0.985	0.7184
7	44192431	rs11764171	1467	4	2	0.201431	0.01658	0.04561	9.022e-05	0.985	0.7184
7	44193478	rs17172864	1467	3	1	0.201431	0.01658	0.04561	9.022e-05	0.986	0.7184
7	44193602	rs11772010	1467	3	1	0.201431	0.01658	0.04561	9.022e-05	0.987	0.7184
7	44193879	rs11765266	1467	1	2	0.201431	0.01658	0.04561	9.022e-05	0.988	0.7184
7	44193891	rs11772092	1467	3	1	0.201431	0.01658	0.04561	9.022e-05	0.989	0.7184
7	44193994	rs11765303	1467	2	4	0.284935	-0.001739	0.04078	1.24e-06	0.984	0.9663
7	44194141	rs11772858	1467	3	1	0.0453306	-0.09891	0.08875	0.0008472	0.432	0.2691
7	44194729	rs6959802	1467	3	2	0.205521	0.01242	0.04542	5.103e-05	0.994	0.7863
7	44197451	rs17172872	1467	2	4	0.236537	0.01987	0.04236	0.0001502	0.976	0.6417
7	44198223	rs17711306	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	0.997	0.7863
7	44200389	rs9648536	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44200532	rs9648537	1467	1	2	0.205862	0.01173	0.04541	4.557e-05	0.946	0.7978
7	44201098	rs11772154	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44201720	rs17711340	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44202530	rs7806467	1467	2	3	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44203491	rs2331071	1467	4	3	0.462168	-0.02973	0.03731	0.0004333	0.771	0.4294
7	44204199	rs11770515	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44204530	rs10268852	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44204640	rs10239391	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44204871	rs10269459	1467	2	3	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44207471	rs10807919	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44207531	rs17172882	1467	2	1	0.0310157	0.05418	0.1035	0.0001869	0.902	0.6037
7	44207968	rs12154541	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44208509	rs12154938	1467	4	1	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44211666	rs17655026	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.998	0.7863
7	44212337	rs17172885	1467	1	3	0.0310157	0.05418	0.1035	0.0001869	0.912	0.6037
7	44212472	rs7777265	1467	2	4	0.236537	0.01987	0.04236	0.0001502	0.986	0.6417
7	44212835	rs10280545	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.998	0.7863
7	44213256	rs10254381	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	0.963	0.7863
7	44213791	rs6966937	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.997	0.7863
7	44215536	rs1473114	1467	1	2	0.279482	-0.003439	0.04106	4.79e-06	0.816	0.9338
7	44215839	rs17172886	1467	2	4	0.236878	0.02007	0.04228	0.0001538	0.987	0.6379
7	44217010	rs10238591	1467	2	3	0.205521	0.01242	0.04542	5.103e-05	0.997	0.7863
7	44217362	rs11550029	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.997	0.7863
7	44219091	rs10246908	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.997	0.7863
7	44221021	rs10225624	1467	4	1	0.205521	0.01242	0.04542	5.103e-05	0.997	0.7863
7	44222741	rs10755856	1467	2	1	0.279141	-0.0005891	0.04112	1.401e-07	0.769	0.9887
7	44225352	rs12154896	1467	1	3	0.205862	0.01267	0.04531	5.336e-05	0.997	0.7816
7	44226246	rs10227596	1467	2	1	0.205862	0.01267	0.04531	5.336e-05	0.997	0.7816
7	44227465	rs6975278	1467	4	2	0.205862	0.01267	0.04531	5.336e-05	0.997	0.7816
7	44227615	rs17131819	1467	2	4	0.0310157	0.05418	0.1035	0.0001869	0.955	0.6037
7	44228882	rs11763150	1467	3	1	0.0330607	-0.07918	0.1018	0.0004131	0.472	0.4404
7	44230130	rs11771804	1467	4	2	0.236537	0.01987	0.04236	0.0001502	0.992	0.6417
7	44230539	rs17131838	1467	1	2	0.0310157	0.05418	0.1035	0.0001869	0.965	0.6037
7	44238364	rs11764438	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	0.964	0.7863
7	44239969	rs2240100	1467	3	4	0.473756	-0.01749	0.0373	0.00015	0.73	0.642
7	44240116	rs11768714	1467	3	1	0.236537	0.01987	0.04236	0.0001502	0.996	0.6417
7	44243320	rs10225003	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44243603	rs10240967	1467	2	4	0.236537	0.01987	0.04236	0.0001502	0.995	0.6417
7	44244598	rs11768280	1467	3	1	0.236537	0.01987	0.04236	0.0001502	0.995	0.6417
7	44245053	rs11765310	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44247888	rs6970549	1467	3	4	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44248990	rs10246651	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44251352	rs6463234	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44251822	rs17711577	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44252126	rs10240385	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.998	0.7863
7	44253790	rs11772013	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	0.998	0.7863
7	44253930	rs11772065	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	0.998	0.7863
7	44254393	rs10249067	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.998	0.7863
7	44254607	rs10249345	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44254864	rs7792801	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44254877	rs7792697	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44256541	rs7802285	1467	2	1	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44257024	rs17711612	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44257470	rs17711624	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44257791	rs17655257	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44257998	rs10277736	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44260120	rs7782518	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44260184	rs7786156	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44261126	rs17132119	1467	2	4	0.235855	0.02026	0.04244	0.0001556	0.995	0.6358
7	44261927	rs17711652	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44264880	rs17711663	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.948	0.7863
7	44265568	rs10273049	1467	2	3	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44266072	rs6952593	1467	2	1	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44268184	rs17711674	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44268529	rs11767568	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44269808	rs10246459	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44270088	rs10231203	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44271930	rs7808505	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44273660	rs10240958	1467	2	4	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44274587	rs10229330	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44274629	rs17132194	1467	4	3	0.0296524	0.0681	0.1055	0.0002842	0.976	0.5222
7	44275426	rs10233273	1467	4	2	0.235174	0.02202	0.04259	0.0001824	0.996	0.6082
7	44275655	rs10262867	1467	3	1	0.235174	0.02202	0.04259	0.0001824	0.996	0.6082
7	44277352	rs6949712	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44277950	rs6950488	1467	4	2	0.473415	-0.01479	0.03728	0.0001075	0.702	0.694
7	44282939	rs6960714	1467	4	3	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44283264	rs307019	1467	4	2	0.205521	0.01242	0.04542	5.103e-05	1	0.7863
7	44286684	rs6463236	1467	3	1	0.205521	0.01242	0.04542	5.103e-05	0.999	0.7863
7	44288556	rs307016	1467	1	3	0.464554	-0.01414	0.03721	9.861e-05	0.677	0.7062
7	44290450	rs17711749	1467	1	3	0.205521	0.01242	0.04542	5.103e-05	0.952	0.7863
7	44291293	rs10264345	1467	3	1	0.205862	0.01239	0.04541	5.086e-05	0.997	0.7866
7	44295857	rs10268050	1467	2	4	0.20893	0.006412	0.04497	1.388e-05	0.957	0.8875
7	44296891	rs17655389	1467	3	2	0.207226	0.009372	0.04528	2.924e-05	0.996	0.8374
7	44297440	rs10260219	1467	3	2	0.209952	0.01088	0.04486	4.012e-05	0.957	0.81
7	44298614	rs307011	1467	4	2	0.209952	0.01088	0.04486	4.012e-05	0.958	0.81
7	44299715	rs11760674	1467	2	4	0.209952	0.01088	0.04486	4.012e-05	0.958	0.81
7	44305938	rs307003	1467	1	3	0.2379	0.02326	0.04242	0.0002051	1	0.5867
7	44308074	rs10251099	1467	3	1	0.208248	0.01388	0.04517	6.448e-05	0.948	0.7605
7	44309987	rs307001	1467	3	2	0.209952	0.01088	0.04486	4.012e-05	0.959	0.81
7	44310936	rs10234070	1467	4	2	0.158828	0.05132	0.05064	0.0007006	0.68	0.3149
7	44311635	rs11772126	1467	1	3	0.208589	0.01363	0.04516	6.214e-05	0.997	0.7648
7	44311953	rs306999	1467	3	1	0.208589	0.01363	0.04516	6.214e-05	0.997	0.7648
7	44313069	rs306995	1467	1	3	0.238241	0.02392	0.0425	0.0002162	0.997	0.5767
7	44313948	rs306994	1467	2	4	0.208589	0.01363	0.04516	6.214e-05	0.995	0.7648
7	44318185	rs17132552	1467	4	1	0.0296524	0.07308	0.1055	0.0003273	0.96	0.4922
7	44318965	rs6954481	1467	4	1	0.209952	0.007839	0.04504	2.068e-05	0.952	0.8629
7	44319120	rs6974778	1467	2	4	0.210293	0.007972	0.04503	2.139e-05	0.952	0.8606
7	44319292	rs217440	1467	3	2	0.210634	0.002015	0.04502	1.367e-06	0.991	0.9646
7	44320194	rs10252732	1467	4	2	0.210634	0.002015	0.04502	1.367e-06	0.987	0.9646
7	44320476	rs17132561	1467	1	3	0.0296524	0.07308	0.1055	0.0003273	0.902	0.4922
7	44320710	rs217439	1467	3	1	0.209952	0.003452	0.04504	4.01e-06	0.977	0.9394
7	44321952	rs217438	1467	4	2	0.209271	0.01086	0.04514	3.95e-05	0.972	0.8114
7	44322947	rs217437	1467	3	1	0.452624	-0.0185	0.03808	0.000161	0.591	0.6301
7	44325449	rs3187907	1467	2	4	0.210293	0.007972	0.04503	2.139e-05	0.927	0.8606
7	44326478	rs217434	1467	3	1	0.118609	-0.02551	0.05879	0.0001285	0.22	0.6669
7	44326732	rs11767718	1467	4	2	0.216087	0.02206	0.04421	0.0001699	0.897	0.6208
7	44326736	rs217433	1467	2	4	0.210634	0.0209	0.04475	0.0001489	0.824	0.6433
7	44327066	rs217432	1467	3	1	0.248466	0.03053	0.04165	0.0003668	0.874	0.4672
7	44328321	rs217430	1467	3	1	0.284594	0.006015	0.04071	1.49e-05	0.976	0.8835
7	44328439	rs217429	1467	2	1	0.284594	0.006243	0.04078	1.6e-05	0.985	0.8793
7	44328646	rs10264715	1467	1	3	0.280504	0.009923	0.04114	3.972e-05	0.908	0.8109
7	44332099	rs217426	1467	2	1	0.0293115	0.07809	0.1073	0.0003617	0.66	0.4703
7	44334840	rs217421	1467	3	1	0.304703	0.02416	0.03994	0.0002498	0.769	0.5485
7	44335141	rs217420	1467	2	1	0.304022	0.02383	0.04005	0.0002416	0.745	0.5551
7	44336795	rs217419	1467	4	2	0.293115	0.02307	0.04077	0.0002186	0.659	0.5746
7	44336808	rs217418	1467	4	1	0.292774	0.02178	0.04077	0.0001947	0.649	0.5963
7	44338704	rs217415	1467	1	3	0.286639	0.01575	0.04115	9.993e-05	0.628	0.7043
7	44343307	rs11763759	1467	2	4	0.325494	0.0647	0.04138	0.001666	0.504	0.1212
7	44347001	rs217406	1467	3	2	0.214042	0.01916	0.0472	0.0001124	0.563	0.6873
7	44352420	rs2072183	1467	2	3	0.325153	-0.003819	0.04134	5.827e-06	0.542	0.927
7	44354231	rs17655652	1467	2	4	0.346626	0.07749	0.04086	0.002449	0.594	0.06014
7	44355226	rs17725246	1467	2	4	0.313565	-0.01588	0.04115	0.0001016	0.546	0.7019
7	44355571	rs2073547	1467	3	1	0.313565	-0.01581	0.04129	0.0001001	0.55	0.7041
7	44357791	rs10260606	1467	2	3	0.313565	-0.01771	0.04121	0.000126	0.553	0.67
7	44372708	rs217388	1467	1	3	0.385821	-0.01857	0.03701	0.0001719	0.995	0.6187
7	44373379	rs17798237	1467	2	3	0.0794138	-0.06033	0.06623	0.0005661	0.973	0.3664
7	44373594	rs1295043	1467	1	2	0.378664	0.04572	0.03775	0.001	0.973	0.2298
7	44373616	rs17798255	1467	4	2	0.0354465	-0.06572	0.09971	0.0002965	0.949	0.5134
7	44373935	rs217386	1467	1	3	0.369121	0.03894	0.03836	0.0007028	0.931	0.3142
7	44374108	rs11486865	1467	3	4	0.0354465	-0.06572	0.09971	0.0002965	0.957	0.5134
7	44375427	rs217385	1467	4	3	0.364349	0.04825	0.03851	0.00107	0.978	0.2141
7	44375829	rs7791240	1467	2	4	0.11895	0.00539	0.05738	6.024e-06	0.972	0.9258
7	44376626	rs9639899	1467	2	4	0.0354465	-0.06572	0.09971	0.0002965	0.97	0.5134
7	44377257	rs217384	1467	4	3	0.4015	-0.01701	0.03717	0.000143	0.989	0.6499
7	44377314	rs217383	1467	2	3	0.402181	-0.01767	0.0372	0.000154	0.991	0.6376
7	44379338	rs6656	1467	2	4	0.402181	-0.01767	0.0372	0.000154	0.992	0.6376
7	44379424	rs2304372	1467	4	2	0.0354465	-0.06572	0.09971	0.0002965	0.986	0.5134
7	44379457	rs217381	1467	3	2	0.363667	0.04923	0.0386	0.001109	0.998	0.206
7	44380011	rs7792931	1467	4	3	0.0354465	-0.06572	0.09971	0.0002965	0.991	0.5134
7	44380412	rs217379	1467	4	2	0.373892	0.05082	0.03793	0.001224	0.999	0.1841
7	44380788	rs17725305	1467	3	4	0.0354465	-0.06572	0.09971	0.0002965	0.993	0.5134
7	44381343	rs217378	1467	1	3	0.427744	-0.0307	0.03639	0.0004855	1	0.4029
7	44382210	rs2289052	1467	4	2	0.11895	0.00539	0.05738	6.024e-06	0.997	0.9258
7	44382992	rs2304373	1467	4	2	0.0794138	-0.06033	0.06623	0.0005661	0.999	0.3664
7	44383092	rs217377	1467	2	4	0.392297	-0.02283	0.03712	0.0002581	1	0.5419
7	44384317	rs217375	1467	2	4	0.373892	0.05463	0.03793	0.001414	0.958	0.1533
7	44385469	rs2289057	1467	1	3	0.0794138	-0.06033	0.06623	0.0005661	1	0.3664
7	44385694	rs217373	1467	1	2	0.373892	0.05082	0.03793	0.001224	1	0.1841
7	44385993	rs217372	1467	4	2	0.427744	-0.0307	0.03639	0.0004855	1	0.4029
7	44386232	rs1434960	1467	2	4	0.0794138	-0.06033	0.06623	0.0005661	0.999	0.3664
7	44386343	rs217371	1467	3	1	0.373211	0.05013	0.0379	0.001193	0.97	0.1898
7	44388426	rs217369	1467	2	4	0.373892	0.05082	0.03793	0.001224	1	0.1841
7	44389228	rs217367	1467	1	4	0.392297	-0.02283	0.03712	0.0002581	1	0.5419
7	44390988	rs1055967	1467	4	2	0.0354465	-0.06572	0.09971	0.0002965	0.999	0.5134
7	44391033	rs7723	1467	1	3	0.11895	0.00539	0.05738	6.024e-06	1	0.9258
7	44391839	rs217362	1467	4	1	0.392297	-0.02283	0.03712	0.0002581	1	0.5419
7	44391910	rs4724312	1467	3	2	0.0794138	-0.06033	0.06623	0.0005661	0.997	0.3664
7	44392542	rs217361	1467	4	2	0.392297	-0.02283	0.03712	0.0002581	1	0.5419
7	44394076	rs8580	1467	2	1	0.392297	-0.02283	0.03712	0.0002581	1	0.5419
7	44394095	rs3750098	1467	3	1	0.040559	-0.01218	0.09314	1.167e-05	0.987	0.8968
7	44395526	rs217358	1467	1	3	0.36878	0.04337	0.03796	0.0008903	0.999	0.2573
7	44398903	rs217356	1467	1	3	0.394342	-0.02272	0.03706	0.0002566	0.996	0.5431
7	44399617	rs217355	1467	2	4	0.375256	0.04104	0.03778	0.0008049	1	0.2814
7	44406459	rs2117512	1467	3	2	0.380368	0.04845	0.03776	0.001122	0.997	0.2034
7	44409866	rs13225369	1467	4	3	0.072938	-0.06026	0.07279	0.0004676	0.385	0.4117
7	44417042	rs12532710	1467	3	1	0.459782	0.02774	0.03706	0.0003824	1	0.4579
7	44430715	rs1434961	1467	2	4	0.459782	0.02774	0.03706	0.0003824	1	0.4579
7	44430980	rs17133537	1467	2	4	0.430811	-0.02909	0.03635	0.0004369	1	0.4275
7	44434494	rs1295021	1467	4	2	0.448194	0.03277	0.03721	0.0005292	0.887	0.3825
7	44436113	rs6463240	1467	2	3	0.459782	0.02774	0.03706	0.0003824	1	0.4579
7	44438836	rs2268302	1467	4	2	0.404567	-0.02153	0.03666	0.0002355	0.939	0.5602
7	44439594	rs2300413	1467	2	4	0.0354465	-0.06572	0.09971	0.0002965	0.975	0.5134
7	44442938	rs740094	1467	1	3	0.43047	-0.03013	0.03633	0.0004692	1	0.4109
7	44443394	rs886651	1467	4	2	0.460123	0.0288	0.03703	0.0004129	1	0.4405
7	44444631	rs3757565	1467	3	4	0.395024	-0.02223	0.03704	0.0002459	0.988	0.5517
7	44446551	rs3801399	1467	1	3	0.395024	-0.02223	0.03704	0.0002459	0.983	0.5517
7	44449526	rs2268308	1467	4	2	0.0354465	-0.06572	0.09971	0.0002965	0.962	0.5134
7	44454447	rs17133679	1467	4	2	0.0293115	-0.09714	0.1085	0.0005469	0.918	0.3746
7	44456404	rs2300415	1467	2	4	0.0794138	-0.06033	0.06623	0.0005661	0.942	0.3664
7	44457129	rs17133688	1467	2	4	0.0293115	-0.09714	0.1085	0.0005469	0.913	0.3746
7	44458907	rs6977605	1467	2	1	0.109407	0.006453	0.0597	7.974e-06	0.985	0.9146
7	44459737	rs757702	1467	1	3	0.0293115	-0.09714	0.1085	0.0005469	0.908	0.3746
7	44459770	rs736497	1467	4	2	0.0293115	-0.09714	0.1085	0.0005469	0.904	0.3746
7	44461639	rs3757568	1467	1	3	0.0293115	-0.09714	0.1085	0.0005469	0.902	0.3746
7	44461888	rs2268311	1467	2	4	0.0293115	-0.09714	0.1085	0.0005469	0.899	0.3746
7	44463150	rs2268312	1467	1	3	0.0289707	-0.09807	0.1091	0.0005516	0.896	0.3726
7	44467137	rs10951768	1467	4	3	0.129857	-0.02453	0.05557	0.0001331	0.905	0.6615
7	44467826	rs799434	1467	1	2	0.0252215	-0.0246	0.1193	2.901e-05	0.242	0.838
7	44468470	rs2268313	1467	1	3	0.0794138	-0.06033	0.06623	0.0005661	0.868	0.3664
7	44474118	rs12670164	1467	3	1	0.109407	0.006453	0.0597	7.974e-06	0.972	0.9146
7	44474935	rs6463243	1467	1	4	0.0259032	-0.1082	0.1147	0.0006077	0.911	0.3493
7	44475251	rs11979153	1467	4	1	0.0259032	-0.1082	0.1147	0.0006077	0.91	0.3493
7	44477525	rs7780417	1467	4	3	0.0259032	-0.1082	0.1147	0.0006077	0.91	0.3493
7	44478533	rs2268315	1467	3	1	0.0259032	-0.1082	0.1147	0.0006077	0.909	0.3493
7	44478930	rs6952519	1467	4	2	0.0650988	0.02952	0.07453	0.0001071	0.81	0.6944
7	44478961	rs12155014	1467	2	4	0.109748	-9.363e-05	0.05943	1.694e-09	0.972	0.9988
7	44478995	rs6952806	1467	1	3	0.0259032	-0.1082	0.1147	0.0006077	0.909	0.3493
7	44479220	rs10247064	1467	4	2	0.0889571	-0.03195	0.06344	0.0001731	0.642	0.6175
7	44481561	rs2268317	1467	2	4	0.135992	-0.02634	0.05405	0.0001621	0.96	0.6289
7	44482612	rs710887	1467	4	2	0.294138	0.1006	0.04451	0.003473	0.47	0.02516
7	44482661	rs2268318	1467	3	1	0.026244	-0.1051	0.114	0.0005801	0.908	0.3605
7	44486504	rs3735474	1467	3	1	0.116564	-0.02921	0.05792	0.0001736	0.859	0.617
7	44486931	rs740040	1467	1	3	0.026244	-0.1051	0.114	0.0005801	0.909	0.3605
7	44487752	rs3735477	1467	2	4	0.40184	-0.02531	0.03809	0.0003013	0.588	0.51
7	44490763	rs12673978	1467	4	2	0.0763463	-0.1056	0.06968	0.001565	0.891	0.1331
7	44490874	rs3801401	1467	4	2	0.026244	-0.1051	0.114	0.0005801	0.911	0.3605
7	44497066	rs7797184	1467	3	1	0.110089	-0.002783	0.05937	1.5e-06	0.991	0.9629
7	44498807	rs6975103	1467	1	3	0.026244	-0.1051	0.114	0.0005801	0.913	0.3605
7	44499309	rs6961567	1467	2	4	0.110089	-0.002783	0.05937	1.5e-06	0.997	0.9629
7	44503375	rs7805125	1467	1	3	0.026244	-0.1051	0.114	0.0005801	0.915	0.3605
7	44503524	rs7805156	1467	4	2	0.026244	-0.1051	0.114	0.0005801	0.915	0.3605
7	44507091	rs799436	1467	1	3	0.0153374	0.02614	0.1515	2.034e-05	0.292	0.8641
7	44507563	rs11976239	1467	3	2	0.026244	-0.1051	0.114	0.0005801	0.917	0.3605
11	91849501	rs1941438	1467	3	4	0.240627	-0.05675	0.04488	0.00109	0.457	0.2099
11	91849773	rs1941437	1467	3	1	0.0115883	0.1165	0.1736	0.0003072	0.282	0.5058
11	91851009	rs10501790	1467	1	3	0.0620314	-0.1279	0.07771	0.001845	0.994	0.1029
11	91852738	rs2508832	1467	4	2	0.470348	-0.03753	0.03662	0.0007168	0.963	0.3094
11	91853376	rs624609	1467	3	1	0.43865	0.05423	0.0371	0.001456	0.998	0.1473
11	91853545	rs487872	1467	1	3	0.461486	0.06423	0.03703	0.002049	0.976	0.08556
11	91854149	rs640547	1467	2	4	0.461827	0.06471	0.03705	0.002078	0.975	0.08343
11	91856736	rs680887	1467	4	1	0.467962	-0.03151	0.03652	0.0005078	0.999	0.3923
11	91858879	rs565398	1467	3	1	0.462168	0.06086	0.03703	0.001841	0.967	0.1032
11	91859115	rs570484	1467	1	4	0.0129516	0.05378	0.1644	7.303e-05	0.221	0.7456
